"customer_id","customer_name","segment","region","city","state","postal_code"
"HA-14905","Helen Abelman","Consumer","East","Franklin","Massachusetts","2038"
"MZ-17515","Mary Zewe","Corporate","East","Reading","Pennsylvania","19601"
"SC-20230","Scot Coram","Corporate","Central","Arlington","Texas","76017"
"NP-18325","Naresj Patel","Consumer","West","San Diego","California","92024"
"LW-16990","Lindsay Williams","Corporate","West","San Francisco","California","94110"
"GM-14680","Greg Matthias","Consumer","West","Los Angeles","California","90045"
"SV-20365","Seth Vernon","Consumer","South","Lafayette","Louisiana","70506"
"JE-15715","Joe Elijah","Consumer","West","Broomfield","Colorado","80020"
"AC-10615","Ann Chong","Corporate","East","New York City","New York","10009"
"RW-19690","Robert Waldorf","Consumer","Central","Springfield","Missouri","65807"
"ML-17755","Max Ludwig","Home Office","Central","Chicago","Illinois","60623"
"AA-10375","Allen Armold","Consumer","West","Salem","Oregon","97301"
"NG-18430","Nathan Gelder","Consumer","Central","Oklahoma City","Oklahoma","73120"
"AS-10090","Adam Shillingsburg","Consumer","Central","Springfield","Missouri","65807"
"JS-16030","Joy Smith","Consumer","Central","Houston","Texas","77036"
"ND-18460","Neil Ducich","Corporate","South","Chesapeake","Virginia","23320"
"LW-17215","Luke Weiss","Consumer","West","Pasadena","California","91104"
"SC-20050","Sample Company A","Home Office","Central","Lubbock","Texas","79424"
"CM-12190","Charlotte Melton","Consumer","Central","Chicago","Illinois","60623"
"SC-20800","Stuart Calhoun","Consumer","Central","Houston","Texas","77041"
"VM-21685","Valerie Mitchum","Home Office","West","Lancaster","California","93534"
"GB-14530","George Bell","Corporate","Central","Fort Worth","Texas","76106"
"EB-13705","Ed Braxton","Corporate","West","San Diego","California","92105"
"CK-12595","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","19134"
"RD-19480","Rick Duston","Consumer","Central","Richmond","Indiana","47374"
"DB-13270","Deborah Brumfield","Home Office","West","Brentwood","California","94513"
"TR-21325","Toby Ritter","Consumer","West","San Francisco","California","94122"
"BF-11080","Bart Folk","Consumer","East","Baltimore","Maryland","21215"
"RD-19900","Ruben Dartt","Consumer","West","Portland","Oregon","97206"
"KT-16480","Kean Thornton","Consumer","West","Denver","Colorado","80219"
"RK-19300","Ralph Kennedy","Consumer","East","Rochester","New York","14609"
"TS-21085","Thais Sissman","Consumer","South","Ormond Beach","Florida","32174"
"JB-15400","Jennifer Braxton","Corporate","West","Sunnyvale","California","94086"
"EH-14005","Erica Hernandez","Home Office","East","Philadelphia","Pennsylvania","19143"
"JK-16120","Julie Kriz","Home Office","East","Philadelphia","Pennsylvania","19134"
"GT-14635","Grant Thornton","Corporate","East","Long Beach","New York","11561"
"WB-21850","William Brown","Consumer","West","Concord","California","94521"
"CS-11950","Carlos Soltero","Consumer","Central","Chicago","Illinois","60610"
"DW-13480","Dianna Wilson","Home Office","West","Oakland","California","94601"
"IL-15100","Ivan Liston","Consumer","West","San Francisco","California","94122"
"CJ-12010","Caroline Jumper","Consumer","East","New York City","New York","10009"
"HK-14890","Heather Kirkland","Corporate","West","Salinas","California","93905"
"IL-15100","Ivan Liston","Consumer","Central","Columbus","Indiana","47201"
"AP-10915","Arthur Prichep","Consumer","West","Seattle","Washington","98105"
"AG-10390","Allen Goldenen","Consumer","South","Knoxville","Tennessee","37918"
"LT-17110","Liz Thompson","Consumer","South","Little Rock","Arkansas","72209"
"BT-11305","Beth Thompson","Home Office","West","Seattle","Washington","98103"
"CG-12040","Catherine Glotzbach","Home Office","South","Bristol","Tennessee","37620"
"NS-18505","Neola Schneider","Consumer","West","San Jose","California","95123"
"DK-13375","Dennis Kane","Consumer","East","Marion","Ohio","43302"
"GM-14680","Greg Matthias","Consumer","East","New York City","New York","10024"
"JH-15820","John Huston","Consumer","Central","Chicago","Illinois","60610"
"QJ-19255","Quincy Jones","Corporate","East","Burlington","Vermont",NULL
"MZ-17335","Maria Zettner","Home Office","West","San Diego","California","92024"
"MV-17485","Mark Van Huff","Consumer","South","Arlington","Virginia","22204"
"SM-20320","Sean Miller","Home Office","South","Monroe","North Carolina","28110"
"MK-17905","Michael Kennedy","Corporate","South","Miami","Florida","33180"
"JL-15850","John Lucas","Consumer","West","San Francisco","California","94122"
"AR-10405","Allen Rosenblatt","Corporate","West","Los Angeles","California","90036"
"FM-14215","Filia McAdams","Corporate","East","Middletown","Connecticut","6457"
"SF-20200","Sarah Foster","Consumer","Central","New Castle","Indiana","47362"
"PJ-18835","Patrick Jones","Corporate","South","Murfreesboro","Tennessee","37130"
"BB-10990","Barry Blumstein","Corporate","East","Toledo","Ohio","43615"
"BW-11200","Ben Wallace","Consumer","West","Los Angeles","California","90032"
"RS-19420","Ricardo Sperren","Corporate","West","Seattle","Washington","98115"
"QJ-19255","Quincy Jones","Corporate","East","New York City","New York","10009"
"VD-21670","Valerie Dominguez","Consumer","East","New York City","New York","10011"
"MS-17980","Michael Stewart","Corporate","Central","Houston","Texas","77041"
"SV-20935","Susan Vittorini","Consumer","East","New York City","New York","10009"
"BC-11125","Becky Castell","Home Office","West","Peoria","Arizona","85345"
"CC-12220","Chris Cortes","Consumer","East","Fairfield","Connecticut","6824"
"DC-13285","Debra Catini","Consumer","South","Warner Robins","Georgia","31088"
"AM-10360","Alice McCarthy","Corporate","West","Los Angeles","California","90032"
"MN-17935","Michael Nguyen","Consumer","East","Clinton","Maryland","20735"
"MP-17965","Michael Paige","Corporate","East","Warwick","Rhode Island","2886"
"BF-11020","Barry Französisch","Corporate","Central","Aurora","Illinois","60505"
"KM-16375","Katherine Murray","Home Office","West","Thousand Oaks","California","91360"
"BE-11455","Brad Eason","Home Office","East","Lorain","Ohio","44052"
"DK-13375","Dennis Kane","Consumer","West","San Diego","California","92105"
"SG-20605","Speros Goranitis","Consumer","East","New York City","New York","10009"
"SB-20290","Sean Braxton","Corporate","South","Florence","South Carolina","29501"
"MG-18145","Mike Gockenbach","Consumer","West","Los Angeles","California","90045"
"AS-10630","Ann Steele","Home Office","East","Philadelphia","Pennsylvania","19120"
"EM-13810","Eleni McCrary","Corporate","West","Los Angeles","California","90036"
"JA-15970","Joseph Airdo","Consumer","West","Los Angeles","California","90045"
"PP-18955","Paul Prost","Home Office","East","Holyoke","Massachusetts","1040"
"ML-18040","Michelle Lonsdale","Corporate","West","Albuquerque","New Mexico","87105"
"MC-17590","Matt Collister","Corporate","West","Coachella","California","92236"
"MZ-17515","Mary Zewe","Corporate","Central","Arlington","Texas","76017"
"CA-12265","Christina Anderson","Consumer","West","Farmington","New Mexico","87401"
"CS-12400","Christopher Schild","Home Office","West","San Jose","California","95123"
"SC-20380","Shahid Collister","Consumer","West","Seattle","Washington","98115"
"CS-12460","Chuck Sachs","Consumer","East","New York City","New York","10009"
"MK-18160","Mike Kennedy","Consumer","South","Newport News","Virginia","23602"
"PF-19225","Phillip Flathmann","Consumer","West","Los Angeles","California","90032"
"CB-12535","Claudia Bergmann","Corporate","East","Newark","Delaware","19711"
"TB-21250","Tim Brockman","Consumer","East","New York City","New York","10024"
"KT-16480","Kean Thornton","Consumer","Central","Houston","Texas","77095"
"RB-19435","Richard Bierner","Consumer","Central","Houston","Texas","77070"
"MY-17380","Maribeth Yedwab","Corporate","West","Los Angeles","California","90045"
"DB-12910","Daniel Byrd","Home Office","South","Tampa","Florida","33614"
"BB-11545","Brenda Bowman","Corporate","Central","Chicago","Illinois","60623"
"NP-18700","Nora Preis","Consumer","East","Bowling Green","Ohio","43402"
"DW-13585","Dorothy Wardle","Corporate","East","Westfield","New Jersey","7090"
"TT-21220","Thomas Thornton","Consumer","Central","Houston","Texas","77041"
"LO-17170","Lori Olson","Corporate","West","La Quinta","California","92253"
"AP-10720","Anne Pryor","Home Office","East","Malden","Massachusetts","2148"
"BW-11110","Bart Watters","Corporate","Central","Houston","Texas","77070"
"SF-20200","Sarah Foster","Consumer","West","Bellingham","Washington","98226"
"SP-20620","Stefania Perrino","Corporate","East","New York City","New York","10011"
"SM-20320","Sean Miller","Home Office","Central","Lafayette","Indiana","47905"
"CS-12250","Chris Selesnick","Corporate","Central","Haltom City","Texas","76117"
"BF-11005","Barry Franz","Home Office","West","Los Angeles","California","90004"
"SE-20110","Sanjit Engle","Consumer","Central","Wheeling","Illinois","60090"
"EN-13780","Edward Nazzal","Consumer","East","New York City","New York","10035"
"MG-17890","Michael Granlund","Home Office","West","San Diego","California","92024"
"MS-17365","Maribeth Schnelling","Consumer","West","San Francisco","California","94110"
"MC-17635","Matthew Clasen","Corporate","Central","Saint Louis","Missouri","63116"
"AB-10150","Aimee Bixby","Consumer","Central","Tulsa","Oklahoma","74133"
"BF-10975","Barbara Fisher","Corporate","South","Fayetteville","North Carolina","28314"
"SB-20170","Sarah Bern","Consumer","East","New York City","New York","10035"
"TB-21400","Tom Boeckenhauer","Consumer","Central","Tulsa","Oklahoma","74133"
"HF-14995","Herbert Flentye","Consumer","South","Memphis","Tennessee","38109"
"HG-15025","Hunter Glantz","Consumer","Central","Amarillo","Texas","79109"
"RR-19525","Rick Reed","Corporate","East","Lowell","Massachusetts","1852"
"TC-21295","Toby Carlisle","Consumer","West","San Diego","California","92024"
"KB-16315","Karl Braun","Consumer","South","Thomasville","North Carolina","27360"
"RA-19285","Ralph Arnett","Consumer","Central","Peoria","Illinois","61604"
"YC-21895","Yoseph Carroll","Corporate","West","Los Angeles","California","90032"
"CM-12160","Charles McCrossin","Consumer","East","Philadelphia","Pennsylvania","19134"
"BE-11410","Bobby Elias","Consumer","East","Lancaster","Ohio","43130"
"JD-16015","Joy Daniels","Consumer","East","New York City","New York","10009"
"GH-14425","Gary Hwang","Consumer","South","Jacksonville","Florida","32216"
"CP-12085","Cathy Prescott","Corporate","East","Lakewood","Ohio","44107"
"BT-11305","Beth Thompson","Home Office","West","Seattle","Washington","98105"
"CP-12085","Cathy Prescott","Corporate","East","New York City","New York","10024"
"DK-13375","Dennis Kane","Consumer","East","New York City","New York","10024"
"LF-17185","Luke Foster","Consumer","Central","Houston","Texas","77095"
"ON-18715","Odella Nelson","Corporate","South","Cary","North Carolina","27511"
"DF-13135","David Flashing","Consumer","West","Vallejo","California","94591"
"EP-13915","Emily Phan","Consumer","East","Philadelphia","Pennsylvania","19120"
"EH-13945","Eric Hoffmann","Consumer","East","Plainfield","New Jersey","7060"
"MS-17530","MaryBeth Skach","Consumer","West","San Diego","California","92037"
"FM-14380","Fred McMath","Consumer","South","Jacksonville","North Carolina","28540"
"KT-16480","Kean Thornton","Consumer","East","Franklin","Massachusetts","2038"
"RH-19555","Ritsa Hightower","Consumer","South","Tallahassee","Florida","32303"
"CS-11950","Carlos Soltero","Consumer","West","Seattle","Washington","98115"
"TM-21010","Tamara Manning","Consumer","West","Vacaville","California","95687"
"ES-14020","Erica Smith","Consumer","East","New York City","New York","10035"
"JP-16135","Julie Prescott","Home Office","South","Columbus","Georgia","31907"
"NK-18490","Neil Knudson","Home Office","West","San Francisco","California","94110"
"MO-17950","Michael Oakman","Consumer","Central","Dallas","Texas","75220"
"JJ-15445","Jennifer Jackson","Consumer","Central","Waukesha","Wisconsin","53186"
"BT-11680","Brian Thompson","Consumer","South","Fort Lauderdale","Florida","33311"
"ML-17755","Max Ludwig","Home Office","East","Springfield","Ohio","45503"
"TC-21295","Toby Carlisle","Consumer","East","New York City","New York","10035"
"LD-17005","Lisa DeCherney","Consumer","Central","Detroit","Michigan","48234"
"AS-10285","Alejandro Savely","Corporate","East","Philadelphia","Pennsylvania","19134"
"MP-17965","Michael Paige","Corporate","East","Troy","Ohio","45373"
"MD-17860","Michael Dominguez","Corporate","Central","Corpus Christi","Texas","78415"
"KN-16450","Kean Nguyen","Corporate","West","Redondo Beach","California","90278"
"GA-14725","Guy Armstrong","Consumer","West","Salem","Oregon","97301"
"DL-13330","Denise Leinenbach","Consumer","West","Las Cruces","New Mexico","88001"
"CS-12505","Cindy Stewart","Consumer","West","San Francisco","California","94122"
"CC-12145","Charles Crestani","Consumer","Central","El Paso","Texas","79907"
"DR-12940","Daniel Raglin","Home Office","East","Franklin","Massachusetts","2038"
"DM-13015","Darrin Martin","Consumer","West","Encinitas","California","92024"
"ND-18370","Natalie DeCherney","Consumer","West","Portland","Oregon","97206"
"GA-14725","Guy Armstrong","Consumer","West","Los Angeles","California","90036"
"TC-21295","Toby Carlisle","Consumer","South","Tallahassee","Florida","32303"
"JB-15400","Jennifer Braxton","Corporate","East","New York City","New York","10009"
"SN-20560","Skye Norling","Home Office","Central","Chicago","Illinois","60653"
"DM-13345","Denise Monton","Corporate","South","Roswell","Georgia","30076"
"KC-16255","Karen Carlisle","Corporate","East","Philadelphia","Pennsylvania","19120"
"RH-19495","Rick Hansen","Consumer","South","Orlando","Florida","32839"
"AF-10885","Art Foster","Consumer","East","Toledo","Ohio","43615"
"LC-16885","Lena Creighton","Consumer","South","Saint Petersburg","Florida","33710"
"BK-11260","Berenike Kampe","Consumer","West","San Francisco","California","94110"
"KH-16630","Ken Heidel","Corporate","West","Seattle","Washington","98105"
"EB-13975","Erica Bern","Corporate","South","Charlotte","North Carolina","28205"
"PG-18895","Paul Gonzalez","Consumer","East","New York City","New York","10035"
"DB-12910","Daniel Byrd","Home Office","South","Columbus","Georgia","31907"
"CR-12730","Craig Reiter","Consumer","Central","Chicago","Illinois","60610"
"DL-12925","Daniel Lacy","Consumer","Central","Eagan","Minnesota","55122"
"VD-21670","Valerie Dominguez","Consumer","South","Coral Springs","Florida","33065"
"DL-12925","Daniel Lacy","Consumer","Central","Noblesville","Indiana","46060"
"JM-16195","Justin MacKendrick","Consumer","East","Watertown","New York","13601"
"BP-11155","Becky Pak","Consumer","South","Columbus","Georgia","31907"
"CT-11995","Carol Triggs","Consumer","Central","Apple Valley","Minnesota","55124"
"TT-21220","Thomas Thornton","Consumer","West","San Francisco","California","94109"
"GT-14710","Greg Tran","Consumer","West","Seattle","Washington","98105"
"LH-17020","Lisa Hazard","Consumer","West","San Francisco","California","94122"
"EM-14140","Eugene Moren","Home Office","West","Glendale","Arizona","85301"
"SH-20395","Shahid Hopkins","Consumer","East","Springfield","Ohio","45503"
"JF-15565","Jill Fjeld","Consumer","South","Fayetteville","North Carolina","28314"
"AG-10675","Anna Gayman","Consumer","Central","Allen","Texas","75002"
"DV-13045","Darrin Van Huff","Corporate","East","Philadelphia","Pennsylvania","19143"
"HL-15040","Hunter Lopez","Consumer","East","Rochester","New York","14609"
"GB-14575","Giulietta Baptist","Consumer","East","Philadelphia","Pennsylvania","19134"
"CL-12565","Clay Ludtke","Consumer","West","Seattle","Washington","98115"
"RC-19960","Ryan Crowe","Consumer","West","Springfield","Oregon","97477"
"TT-21265","Tim Taslimi","Corporate","East","New York City","New York","10024"
"MJ-17740","Max Jones","Consumer","Central","Detroit","Michigan","48227"
"AT-10735","Annie Thurman","Consumer","West","Stockton","California","95207"
"VP-21730","Victor Preis","Home Office","Central","Sterling Heights","Michigan","48310"
"MG-17875","Michael Grace","Home Office","East","New York City","New York","10011"
"JG-15160","James Galang","Consumer","South","Murray","Kentucky","42071"
"SC-20095","Sanjit Chand","Consumer","West","West Jordan","Utah","84084"
"AC-10450","Amy Cox","Consumer","East","New York City","New York","10011"
"BD-11605","Brian Dahlen","Consumer","South","Monroe","Louisiana","71203"
"AS-10045","Aaron Smayling","Corporate","West","Pasadena","California","91104"
"ZD-21925","Zuschuss Donatelli","Consumer","South","Chattanooga","Tennessee","37421"
"KF-16285","Karen Ferguson","Home Office","West","Long Beach","California","90805"
"CC-12430","Chuck Clark","Home Office","Central","Minneapolis","Minnesota","55407"
"TC-21475","Tony Chapman","Home Office","South","Columbus","Georgia","31907"
"NZ-18565","Nick Zandusky","Home Office","West","Meridian","Idaho","83642"
"SW-20350","Sean Wendt","Home Office","Central","Detroit","Michigan","48227"
"DM-13345","Denise Monton","Corporate","East","Newark","Ohio","43055"
"RE-19450","Richard Eichhorn","Consumer","Central","Dallas","Texas","75081"
"LR-16915","Lena Radford","Consumer","West","Los Angeles","California","90045"
"BS-11755","Bruce Stewart","Consumer","West","Los Angeles","California","90032"
"KB-16405","Katrina Bavinger","Home Office","West","Apple Valley","California","92307"
"TP-21415","Tom Prescott","Consumer","Central","Houston","Texas","77070"
"BH-11710","Brosina Hoffman","Consumer","East","Newark","Delaware","19711"
"JP-16135","Julie Prescott","Home Office","East","Columbus","Ohio","43229"
"FG-14260","Frank Gastineau","Home Office","Central","Aurora","Illinois","60505"
"JE-15610","Jim Epp","Corporate","South","Lakeland","Florida","33801"
"EB-14110","Eugene Barchas","Consumer","East","Philadelphia","Pennsylvania","19134"
"BP-11155","Becky Pak","Consumer","East","New York City","New York","10011"
"LS-16975","Lindsay Shagiari","Home Office","Central","Dallas","Texas","75081"
"CY-12745","Craig Yedwab","Corporate","Central","San Antonio","Texas","78207"
"AR-10825","Anthony Rawles","Corporate","Central","Austin","Texas","78745"
"CS-11845","Cari Sayre","Corporate","West","Seattle","Washington","98105"
"RD-19810","Ross DeVincentis","Home Office","East","New York City","New York","10035"
"GH-14410","Gary Hansen","Home Office","West","Glendale","Arizona","85301"
"PT-19090","Pete Takahito","Consumer","Central","Houston","Texas","77070"
"EP-13915","Emily Phan","Consumer","Central","Detroit","Michigan","48227"
"SH-20395","Shahid Hopkins","Consumer","East","New York City","New York","10024"
"SM-20950","Suzanne McNair","Corporate","East","New York City","New York","10011"
"BM-11650","Brian Moss","Corporate","East","Columbia","Maryland","21044"
"TC-20980","Tamara Chand","Corporate","Central","Houston","Texas","77041"
"KB-16585","Ken Black","Corporate","East","Lowell","Massachusetts","1852"
"RW-19630","Rob Williams","Corporate","East","New York City","New York","10035"
"ML-18040","Michelle Lonsdale","Corporate","Central","Missouri City","Texas","77489"
"JL-15130","Jack Lebron","Consumer","Central","Houston","Texas","77036"
"CM-12655","Corinna Mitchell","Home Office","South","Jackson","Mississippi","39212"
"EH-13945","Eric Hoffmann","Consumer","West","Tempe","Arizona","85281"
"TB-21280","Toby Braunhardt","Consumer","South","Jacksonville","North Carolina","28540"
"RD-19900","Ruben Dartt","Consumer","West","San Diego","California","92037"
"LA-16780","Laura Armstrong","Corporate","West","Fresno","California","93727"
"VG-21790","Vivek Gonzalez","Consumer","West","San Mateo","California","94403"
"FH-14275","Frank Hawley","Corporate","East","New York City","New York","10024"
"JP-15460","Jennifer Patt","Corporate","East","Lakewood","New Jersey","8701"
"ES-14080","Erin Smith","Corporate","West","Tempe","Arizona","85281"
"KL-16645","Ken Lonsdale","Consumer","East","New York City","New York","10035"
"BN-11515","Bradley Nguyen","Consumer","East","New York City","New York","10009"
"CC-12475","Cindy Chapman","Consumer","East","New York City","New York","10024"
"CK-12760","Cyma Kinney","Corporate","South","Arlington","Virginia","22204"
"SJ-20215","Sarah Jordon","Consumer","Central","Grand Prairie","Texas","75051"
"BP-11185","Ben Peterman","Corporate","West","Seattle","Washington","98103"
"CC-12220","Chris Cortes","Consumer","West","Seattle","Washington","98105"
"RA-19885","Ruben Ausman","Corporate","South","Jacksonville","Florida","32216"
"DK-12835","Damala Kotsonis","Corporate","South","Franklin","Tennessee","37064"
"RF-19345","Randy Ferguson","Corporate","South","Miami","Florida","33180"
"JF-15565","Jill Fjeld","Consumer","East","Philadelphia","Pennsylvania","19120"
"SJ-20215","Sarah Jordon","Consumer","West","Los Angeles","California","90049"
"KM-16225","Kalyca Meade","Corporate","Central","Overland Park","Kansas","66212"
"GM-14695","Greg Maxwell","Corporate","South","Alexandria","Virginia","22304"
"AF-10885","Art Foster","Consumer","East","Fairfield","Ohio","45014"
"CM-12655","Corinna Mitchell","Home Office","East","New York City","New York","10035"
"GT-14635","Grant Thornton","Corporate","East","New York City","New York","10009"
"EB-13750","Edward Becker","Corporate","Central","Round Rock","Texas","78664"
"SC-20725","Steven Cartwright","Consumer","West","Redlands","California","92374"
"KD-16270","Karen Daniels","Consumer","Central","Houston","Texas","77095"
"AH-10195","Alan Haines","Corporate","Central","Chicago","Illinois","60623"
"NF-18595","Nicole Fjeld","Home Office","Central","Chicago","Illinois","60610"
"AF-10870","Art Ferguson","Consumer","Central","Chicago","Illinois","60610"
"TC-21535","Tracy Collins","Home Office","East","New York City","New York","10024"
"BM-11650","Brian Moss","Corporate","Central","Dallas","Texas","75217"
"SO-20335","Sean O'Donnell","Consumer","East","Hempstead","New York","11550"
"CS-12490","Cindy Schnelling","Corporate","Central","Conroe","Texas","77301"
"MS-17365","Maribeth Schnelling","Consumer","East","New York City","New York","10035"
"Dp-13240","Dean percer","Home Office","South","Charlotte","North Carolina","28205"
"MG-17650","Matthew Grinstein","Home Office","West","Seattle","Washington","98103"
"CL-11890","Carl Ludwig","Consumer","East","Philadelphia","Pennsylvania","19143"
"KF-16285","Karen Ferguson","Home Office","Central","Indianapolis","Indiana","46203"
"LA-16780","Laura Armstrong","Corporate","Central","Tinley Park","Illinois","60477"
"SS-20590","Sonia Sunley","Consumer","Central","Madison","Wisconsin","53711"
"CC-12430","Chuck Clark","Home Office","East","New York City","New York","10024"
"SZ-20035","Sam Zeldin","Home Office","East","Lancaster","Ohio","43130"
"LF-17185","Luke Foster","Consumer","West","Inglewood","California","90301"
"AB-10165","Alan Barnes","Consumer","West","Bellevue","Washington","98006"
"KA-16525","Kelly Andreada","Consumer","East","New York City","New York","10024"
"LE-16810","Laurel Elliston","Consumer","East","Newark","Delaware","19711"
"AH-10690","Anna Häberlin","Corporate","East","New York City","New York","10024"
"KN-16705","Kristina Nunn","Home Office","South","Auburn","Alabama","36830"
"TB-21250","Tim Brockman","Consumer","West","Los Angeles","California","90049"
"DP-13390","Dennis Pardue","Home Office","West","San Francisco","California","94110"
"ST-20530","Shui Tom","Consumer","South","Macon","Georgia","31204"
"EB-13870","Emily Burns","Consumer","South","Nashville","Tennessee","37211"
"EM-13825","Elizabeth Moffitt","Corporate","Central","Dallas","Texas","75081"
"ND-18370","Natalie DeCherney","Consumer","South","Jacksonville","Florida","32216"
"EH-13765","Edward Hooks","Corporate","East","Revere","Massachusetts","2151"
"MH-17455","Mark Hamilton","Consumer","South","Jacksonville","North Carolina","28540"
"CL-11890","Carl Ludwig","Consumer","West","San Francisco","California","94122"
"SF-20965","Sylvia Foulston","Corporate","East","Columbus","Ohio","43229"
"EP-13915","Emily Phan","Consumer","Central","Dearborn Heights","Michigan","48127"
"SP-20620","Stefania Perrino","Corporate","West","San Francisco","California","94110"
"PJ-19015","Pauline Johnson","Consumer","South","Mobile","Alabama","36608"
"MG-17875","Michael Grace","Home Office","South","Fort Lauderdale","Florida","33311"
"RH-19600","Rob Haberlin","Consumer","Central","Carol Stream","Illinois","60188"
"CA-12055","Cathy Armstrong","Home Office","West","Los Angeles","California","90036"
"RD-19930","Russell D'Ascenzo","Consumer","Central","Austin","Texas","78745"
"HW-14935","Helen Wasserman","Corporate","Central","Chicago","Illinois","60653"
"HA-14920","Helen Andreada","Consumer","South","Fayetteville","North Carolina","28314"
"DM-12955","Dario Medina","Corporate","West","Sacramento","California","95823"
"ML-17395","Marina Lichtenstein","Corporate","West","San Diego","California","92105"
"SU-20665","Stephanie Ulpright","Home Office","South","Jackson","Mississippi","39212"
"SB-20290","Sean Braxton","Corporate","South","Henderson","Kentucky","42420"
"CC-12550","Clay Cheatham","Consumer","West","Los Angeles","California","90008"
"TS-21505","Tony Sayre","Consumer","West","San Francisco","California","94122"
"MD-17350","Maribeth Dona","Consumer","East","Akron","Ohio","44312"
"GT-14755","Guy Thornton","Consumer","West","Los Angeles","California","90049"
"RD-19660","Robert Dilbeck","Home Office","Central","Independence","Missouri","64055"
"DB-12910","Daniel Byrd","Home Office","Central","Dallas","Texas","75220"
"JK-15640","Jim Kriz","Home Office","West","Seattle","Washington","98105"
"JW-15955","Joni Wasserman","Consumer","East","Long Beach","New York","11561"
"FM-14290","Frank Merwin","Home Office","West","Bakersfield","California","93309"
"DK-13090","Dave Kipp","Consumer","Central","Fremont","Nebraska","68025"
"KD-16495","Keith Dawkins","Corporate","Central","Jackson","Michigan","49201"
"AG-10300","Aleksandra Gannaway","Corporate","West","San Francisco","California","94122"
"JG-15160","James Galang","Consumer","East","New York City","New York","10024"
"NZ-18565","Nick Zandusky","Home Office","East","Toledo","Ohio","43615"
"KM-16225","Kalyca Meade","Corporate","East","Philadelphia","Pennsylvania","19143"
"LC-17140","Logan Currie","Consumer","East","Philadelphia","Pennsylvania","19140"
"CK-12595","Clytie Kelty","Consumer","East","New York City","New York","10024"
"AB-10255","Alejandro Ballentine","Home Office","East","Philadelphia","Pennsylvania","19134"
"JC-15340","Jasper Cacioppo","Consumer","East","Philadelphia","Pennsylvania","19120"
"RA-19285","Ralph Arnett","Consumer","West","Los Angeles","California","90004"
"DB-12970","Darren Budd","Corporate","West","Los Angeles","California","90004"
"PP-18955","Paul Prost","Home Office","East","Springfield","Ohio","45503"
"DB-13210","Dean Braden","Consumer","Central","Detroit","Michigan","48234"
"DB-13555","Dorothy Badders","Corporate","East","Dublin","Ohio","43017"
"EB-13750","Edward Becker","Corporate","South","Plantation","Florida","33317"
"FM-14290","Frank Merwin","Home Office","East","Quincy","Massachusetts","2169"
"TB-21250","Tim Brockman","Consumer","West","Salem","Oregon","97301"
"EH-14125","Eugene Hildebrand","Home Office","East","Troy","Ohio","45373"
"ML-17410","Maris LaWare","Consumer","East","Philadelphia","Pennsylvania","19143"
"MH-17620","Matt Hagelstein","Corporate","West","San Diego","California","92105"
"BT-11680","Brian Thompson","Consumer","East","Clinton","Maryland","20735"
"DO-13435","Denny Ordway","Consumer","West","Mesa","Arizona","85204"
"MF-17665","Maureen Fritzler","Corporate","East","Toledo","Ohio","43615"
"JK-15625","Jim Karlsson","Consumer","West","Olympia","Washington","98502"
"SA-20830","Sue Ann Reed","Consumer","Central","Chicago","Illinois","60653"
"JL-15235","Janet Lee","Consumer","East","Newark","Delaware","19711"
"RM-19750","Roland Murray","Consumer","East","New York City","New York","10011"
"LH-17155","Logan Haushalter","Consumer","Central","Jackson","Michigan","49201"
"JG-15310","Jason Gross","Corporate","Central","Odessa","Texas","79762"
"CK-12205","Chloris Kastensmidt","Consumer","East","Everett","Massachusetts","2149"
"JJ-15760","Joel Jenkins","Home Office","Central","Houston","Texas","77036"
"FM-14215","Filia McAdams","Corporate","East","Philadelphia","Pennsylvania","19140"
"RF-19735","Roland Fjeld","Consumer","South","Columbia","South Carolina","29203"
"JK-15370","Jay Kimmel","Consumer","South","Miami","Florida","33180"
"JB-16045","Julia Barnett","Home Office","West","Chula Vista","California","91911"
"MC-17575","Matt Collins","Consumer","East","Philadelphia","Pennsylvania","19120"
"IL-15100","Ivan Liston","Consumer","Central","Houston","Texas","77041"
"DP-13390","Dennis Pardue","Home Office","West","Los Angeles","California","90004"
"KL-16555","Kelly Lampkin","Corporate","South","Greensboro","North Carolina","27405"
"AH-10690","Anna Häberlin","Corporate","South","Plantation","Florida","33317"
"PK-19075","Pete Kriz","Consumer","Central","Milwaukee","Wisconsin","53209"
"NG-18430","Nathan Gelder","Consumer","Central","Quincy","Illinois","62301"
"ZD-21925","Zuschuss Donatelli","Consumer","South","Jacksonville","Florida","32216"
"HG-14845","Harry Greene","Consumer","East","New York City","New York","10024"
"JG-15805","John Grady","Corporate","Central","Dallas","Texas","75217"
"RW-19540","Rick Wilson","Corporate","Central","Detroit","Michigan","48234"
"JM-15655","Jim Mitchum","Corporate","West","Glendale","Arizona","85301"
"KE-16420","Katrina Edelman","Corporate","South","Bristol","Tennessee","37620"
"MS-17980","Michael Stewart","Corporate","Central","Springfield","Missouri","65807"
"GH-14410","Gary Hansen","Home Office","West","San Francisco","California","94122"
"NC-18415","Nathan Cano","Consumer","East","Yonkers","New York","10701"
"DM-13015","Darrin Martin","Consumer","South","Johnson City","Tennessee","37604"
"JG-15805","John Grady","Corporate","Central","Decatur","Illinois","62521"
